ymd,hour,spot_num,spot_nm,x,y,io1,io2
20160414,1,B-01,도봉로(도봉산역),203959,203959,9458,8957
20160414,1,B-01,도봉로(도봉산역),203959,203959,8502,8022
20160415,1,B-01,도봉로(도봉산역),203959,203959,2485,2780
20160415,1,B-01,도봉로(도봉산역),203959,203959,10126,11903
20160415,1,B-01,도봉로(도봉산역),203959,203959,10014,9148
20160415,1,B-01,도봉로(도봉산역),203959,203959,10035,8652
20160416,1,B-01,도봉로(도봉산역),203959,203959,2981,3369
20160416,1,B-01,도봉로(도봉산역),203959,203959,8942,9559
20160416,1,B-01,도봉로(도봉산역),203959,203959,11646,10529
20160416,1,B-01,도봉로(도봉산역),203959,203959,7285,6827
20160417,1,B-01,도봉로(도봉산역),203959,203959,2066,2400
20160417,1,B-01,도봉로(도봉산역),203959,203959,6086,6895
20160417,1,B-01,도봉로(도봉산역),203959,203959,9657,9366
20160417,1,B-01,도봉로(도봉산역),203959,203959,6229,6023
20160418,1,B-01,도봉로(도봉산역),203959,203959,1883,2154
20160418,1,B-01,도봉로(도봉산역),203959,203959,10174,12133
20160418,1,B-01,도봉로(도봉산역),203959,203959,9809,9040
20160418,1,B-01,도봉로(도봉산역),203959,203959,8615,7912
20160419,1,B-01,도봉로(도봉산역),203959,203959,2260,2638
20160419,1,B-01,도봉로(도봉산역),203959,203959,9977,11972
20160419,1,B-01,도봉로(도봉산역),203959,203959,10030,9105
20160419,1,B-01,도봉로(도봉산역),203959,203959,8775,8159
20160420,1,B-01,도봉로(도봉산역),203959,203959,2374,2732
20160420,1,B-01,도봉로(도봉산역),203959,203959,9955,11770
20160420,1,B-01,도봉로(도봉산역),203959,203959,9885,8995
20160420,1,B-01,도봉로(도봉산역),203959,203959,8565,8205
20160421,1,B-01,도봉로(도봉산역),203959,203959,2223,2593
20160421,1,B-01,도봉로(도봉산역),203959,203959,10062,11669
20160421,1,B-01,도봉로(도봉산역),203959,203959,9375,9204
20160421,1,B-01,도봉로(도봉산역),203959,203959,8466,8126
20160422,1,B-01,도봉로(도봉산역),203959,203959,2650,2946
20160422,1,B-01,도봉로(도봉산역),203959,203959,10065,11882
20160422,1,B-01,도봉로(도봉산역),203959,203959,10118,9137
20160422,1,B-01,도봉로(도봉산역),203959,203959,9300,8824
20160423,1,B-01,도봉로(도봉산역),203959,203959,2879,3400
20160423,1,B-01,도봉로(도봉산역),203959,203959,8650,9511
20160423,1,B-01,도봉로(도봉산역),203959,203959,10993,10546
20160423,1,B-01,도봉로(도봉산역),203959,203959,7764,7257
20160424,1,B-01,도봉로(도봉산역),203959,203959,2414,2848
20160424,1,B-01,도봉로(도봉산역),203959,203959,6353,7454
20160424,1,B-01,도봉로(도봉산역),203959,203959,9804,9414
20160424,1,B-01,도봉로(도봉산역),203959,203959,6779,6054
20160425,1,B-01,도봉로(도봉산역),203959,203959,1854,2136
20160425,1,B-01,도봉로(도봉산역),203959,203959,10121,12042
20160425,1,B-01,도봉로(도봉산역),203959,203959,9609,8958
20160425,1,B-01,도봉로(도봉산역),203959,203959,8417,7975
20160426,1,B-01,도봉로(도봉산역),203959,203959,2334,2763
20160426,1,B-01,도봉로(도봉산역),203959,203959,10126,11771
20160426,1,B-01,도봉로(도봉산역),203959,203959,9866,9059
20160426,1,B-01,도봉로(도봉산역),203959,203959,8698,8054
20160427,1,B-01,도봉로(도봉산역),203959,203959,2507,2782
20160427,1,B-01,도봉로(도봉산역),203959,203959,9975,11622
20160427,1,B-01,도봉로(도봉산역),203959,203959,9629,9077
20160427,1,B-01,도봉로(도봉산역),203959,203959,9565,8437
20160428,1,B-01,도봉로(도봉산역),203959,203959,2575,2913
20160428,1,B-01,도봉로(도봉산역),203959,203959,9995,11962
20160428,1,B-01,도봉로(도봉산역),203959,203959,9609,9003
20160428,1,B-01,도봉로(도봉산역),203959,203959,8956,8069
20160429,1,B-01,도봉로(도봉산역),203959,203959,2689,3082
20160429,1,B-01,도봉로(도봉산역),203959,203959,10126,11718
20160429,1,B-01,도봉로(도봉산역),203959,203959,9935,9472
20160429,1,B-01,도봉로(도봉산역),203959,203959,9689,8532
20160430,1,B-01,도봉로(도봉산역),203959,203959,2943,3379
20160430,1,B-01,도봉로(도봉산역),203959,203959,8409,9649
20160430,1,B-01,도봉로(도봉산역),203959,203959,11115,10275
20160430,1,B-01,도봉로(도봉산역),203959,203959,6824,6468
20160501,1,B-01,도봉로(도봉산역),203959,203959,2440,2841
20160501,1,B-01,도봉로(도봉산역),203959,203959,6322,7429
20160501,1,B-01,도봉로(도봉산역),203959,203959,9789,9442
20160501,1,B-01,도봉로(도봉산역),203959,203959,6666,6023
20160502,1,B-01,도봉로(도봉산역),203959,203959,1923,2123
20160502,1,B-01,도봉로(도봉산역),203959,203959,10542,12052
20160502,1,B-01,도봉로(도봉산역),203959,203959,9769,9062
20160502,1,B-01,도봉로(도봉산역),203959,203959,8592,8140
20160503,1,B-01,도봉로(도봉산역),203959,203959,2206,2644
20160503,1,B-01,도봉로(도봉산역),203959,203959,9696,11916
20160503,1,B-01,도봉로(도봉산역),203959,203959,9888,8558
20160503,1,B-01,도봉로(도봉산역),203959,203959,7733,7890
20160504,1,B-01,도봉로(도봉산역),203959,203959,2401,2679
20160504,1,B-01,도봉로(도봉산역),203959,203959,10202,12344
20160504,1,B-01,도봉로(도봉산역),203959,203959,10291,9215
20160504,1,B-01,도봉로(도봉산역),203959,203959,10221,9078
20160505,1,B-01,도봉로(도봉산역),203959,203959,2901,3491
20160505,1,B-01,도봉로(도봉산역),203959,203959,6736,10054
20160505,1,B-01,도봉로(도봉산역),203959,203959,9688,10049
20160505,1,B-01,도봉로(도봉산역),203959,203959,8314,6443
20160506,1,B-01,도봉로(도봉산역),203959,203959,1966,2278
20160506,1,B-01,도봉로(도봉산역),203959,203959,7550,8670
20160506,1,B-01,도봉로(도봉산역),203959,203959,10172,9667
20160506,1,B-01,도봉로(도봉산역),203959,203959,7261,6729
20160507,1,B-01,도봉로(도봉산역),203959,203959,2321,2745
20160507,1,B-01,도봉로(도봉산역),203959,203959,8161,9298
20160507,1,B-01,도봉로(도봉산역),203959,203959,11864,11312
20160507,1,B-01,도봉로(도봉산역),203959,203959,9639,7884
20160508,1,B-01,도봉로(도봉산역),203959,203959,2218,2738
20160508,1,B-01,도봉로(도봉산역),203959,203959,6641,8244
20160508,1,B-01,도봉로(도봉산역),203959,203959,12165,11748
20160508,1,B-01,도봉로(도봉산역),203959,203959,7876,6964
20160509,1,B-01,도봉로(도봉산역),203959,203959,1529,1910
20160509,1,B-01,도봉로(도봉산역),203959,203959,10410,12065
20160509,1,B-01,도봉로(도봉산역),203959,203959,9864,9297
20160509,1,B-01,도봉로(도봉산역),203959,203959,9019,8138
20160510,1,B-01,도봉로(도봉산역),203959,203959,2375,2741
20160510,1,B-01,도봉로(도봉산역),203959,203959,9934,11645
20160510,1,B-01,도봉로(도봉산역),203959,203959,9447,8716
20160510,1,B-01,도봉로(도봉산역),203959,203959,7971,7843
20160511,1,B-01,도봉로(도봉산역),203959,203959,2524,2858
20160511,1,B-01,도봉로(도봉산역),203959,203959,9995,11967
20160511,1,B-01,도봉로(도봉산역),203959,203959,9844,9124
20160511,1,B-01,도봉로(도봉산역),203959,203959,6701,5254
20160512,1,B-01,도봉로(도봉산역),203959,203959,0,0
20160512,1,B-01,도봉로(도봉산역),203959,203959,0,0
20160512,1,B-01,도봉로(도봉산역),203959,203959,7408,6591
20160512,1,B-01,도봉로(도봉산역),203959,203959,9285,8107
20160513,1,B-01,도봉로(도봉산역),203959,203959,2706,3043
20160513,1,B-01,도봉로(도봉산역),203959,203959,10276,12397
20160513,1,B-01,도봉로(도봉산역),203959,203959,10180,9330
20160513,1,B-01,도봉로(도봉산역),203959,203959,9921,8721
20160514,1,B-01,도봉로(도봉산역),203959,203959,3117,3563
20160514,1,B-01,도봉로(도봉산역),203959,203959,8179,10553
20160514,1,B-01,도봉로(도봉산역),203959,203959,11355,11462
20160514,1,B-01,도봉로(도봉산역),203959,203959,7787,6923
20160515,1,B-01,도봉로(도봉산역),203959,203959,2268,2795
20160515,1,B-01,도봉로(도봉산역),203959,203959,6291,7054
20160515,1,B-01,도봉로(도봉산역),203959,203959,10217,8850
20160515,1,B-01,도봉로(도봉산역),203959,203959,5555,5418
20160516,1,B-01,도봉로(도봉산역),203959,203959,1736,2018
20160516,1,B-01,도봉로(도봉산역),203959,203959,10153,11833
20160516,1,B-01,도봉로(도봉산역),203959,203959,9604,9566
20160516,1,B-01,도봉로(도봉산역),203959,203959,8550,8017
20160517,1,B-01,도봉로(도봉산역),203959,203959,2477,2829
20160517,1,B-01,도봉로(도봉산역),203959,203959,9679,11681
20160517,1,B-01,도봉로(도봉산역),203959,203959,9322,8584
20160517,1,B-01,도봉로(도봉산역),203959,203959,8432,7782
20160518,1,B-01,도봉로(도봉산역),203959,203959,2450,2827
20160518,1,B-01,도봉로(도봉산역),203959,203959,9540,11363
20160518,1,B-01,도봉로(도봉산역),203959,203959,9408,8712
20160518,1,B-01,도봉로(도봉산역),203959,203959,8954,8005
20160519,1,B-01,도봉로(도봉산역),203959,203959,2465,2699
20160519,1,B-01,도봉로(도봉산역),203959,203959,9646,11592
20160519,1,B-01,도봉로(도봉산역),203959,203959,8934,8312
20160519,1,B-01,도봉로(도봉산역),203959,203959,8387,7612
20160520,1,B-01,도봉로(도봉산역),203959,203959,2532,2952
20160520,1,B-01,도봉로(도봉산역),203959,203959,9917,11504
20160520,1,B-01,도봉로(도봉산역),203959,203959,9463,8735
20160520,1,B-01,도봉로(도봉산역),203959,203959,9518,8315
20160521,1,B-01,도봉로(도봉산역),203959,203959,2865,3263
20160521,1,B-01,도봉로(도봉산역),203959,203959,9096,10247
20160521,1,B-01,도봉로(도봉산역),203959,203959,10850,10459
20160521,1,B-01,도봉로(도봉산역),203959,203959,8181,7424
20160522,1,B-01,도봉로(도봉산역),203959,203959,2568,2910
20160522,1,B-01,도봉로(도봉산역),203959,203959,6392,7344
20160522,1,B-01,도봉로(도봉산역),203959,203959,9084,8890
20160522,1,B-01,도봉로(도봉산역),203959,203959,6814,6105
20160523,1,B-01,도봉로(도봉산역),203959,203959,2022,2271
20160523,1,B-01,도봉로(도봉산역),203959,203959,10149,11843
20160523,1,B-01,도봉로(도봉산역),203959,203959,9504,8981
20160523,1,B-01,도봉로(도봉산역),203959,203959,8575,8027
20160524,1,B-01,도봉로(도봉산역),203959,203959,2206,2511
20160524,1,B-01,도봉로(도봉산역),203959,203959,9749,11541
20160524,1,B-01,도봉로(도봉산역),203959,203959,9432,8755
20160524,1,B-01,도봉로(도봉산역),203959,203959,8325,7840
20160525,1,B-01,도봉로(도봉산역),203959,203959,1984,2350
20160525,1,B-01,도봉로(도봉산역),203959,203959,9414,11098
20160525,1,B-01,도봉로(도봉산역),203959,203959,9588,8891
20160525,1,B-01,도봉로(도봉산역),203959,203959,8799,8002
20160526,1,B-01,도봉로(도봉산역),203959,203959,2624,2937
20160526,1,B-01,도봉로(도봉산역),203959,203959,10089,12651
20160526,1,B-01,도봉로(도봉산역),203959,203959,9568,8832
20160526,1,B-01,도봉로(도봉산역),203959,203959,8411,7925
20160527,1,B-01,도봉로(도봉산역),203959,203959,2646,3004
20160527,1,B-01,도봉로(도봉산역),203959,203959,10103,11763
20160527,1,B-01,도봉로(도봉산역),203959,203959,9643,9134
20160527,1,B-01,도봉로(도봉산역),203959,203959,9427,8512
20160528,1,B-01,도봉로(도봉산역),203959,203959,3037,3455
20160528,1,B-01,도봉로(도봉산역),203959,203959,8778,9654
20160528,1,B-01,도봉로(도봉산역),203959,203959,10539,10462
20160528,1,B-01,도봉로(도봉산역),203959,203959,7835,7622
20160529,1,B-01,도봉로(도봉산역),203959,203959,2451,2889
20160529,1,B-01,도봉로(도봉산역),203959,203959,6447,7128
20160529,1,B-01,도봉로(도봉산역),203959,203959,9587,9212
20160529,1,B-01,도봉로(도봉산역),203959,203959,6817,6166
20160530,1,B-01,도봉로(도봉산역),203959,203959,1918,2256
20160530,1,B-01,도봉로(도봉산역),203959,203959,9973,11566
20160530,1,B-01,도봉로(도봉산역),203959,203959,9393,9179
20160530,1,B-01,도봉로(도봉산역),203959,203959,8467,8138
20160601,1,B-01,도봉로(도봉산역),203959,203959,2653,2959
20160601,1,B-01,도봉로(도봉산역),203959,203959,9731,11442
20160601,1,B-01,도봉로(도봉산역),203959,203959,9106,8719
20160601,1,B-01,도봉로(도봉산역),203959,203959,8809,8059
20160602,1,B-01,도봉로(도봉산역),203959,203959,2363,2732
20160602,1,B-01,도봉로(도봉산역),203959,203959,9947,11644
20160602,1,B-01,도봉로(도봉산역),203959,203959,9408,8552
20160602,1,B-01,도봉로(도봉산역),203959,203959,8868,8192
20160603,1,B-01,도봉로(도봉산역),203959,203959,2685,3024
20160603,1,B-01,도봉로(도봉산역),203959,203959,9713,11195
20160603,1,B-01,도봉로(도봉산역),203959,203959,9715,8987
20160603,1,B-01,도봉로(도봉산역),203959,203959,9480,8523
20160604,1,B-01,도봉로(도봉산역),203959,203959,2793,3335
20160604,1,B-01,도봉로(도봉산역),203959,203959,8556,10212
20160604,1,B-01,도봉로(도봉산역),203959,203959,10402,10867
20160604,1,B-01,도봉로(도봉산역),203959,203959,7791,7059
20160605,1,B-01,도봉로(도봉산역),203959,203959,2334,2861
20160605,1,B-01,도봉로(도봉산역),203959,203959,6290,7271
20160605,1,B-01,도봉로(도봉산역),203959,203959,9032,9478
20160605,1,B-01,도봉로(도봉산역),203959,203959,6967,5819
20160606,1,B-01,도봉로(도봉산역),203959,203959,1961,2451
20160606,1,B-01,도봉로(도봉산역),203959,203959,6345,7917
20160606,1,B-01,도봉로(도봉산역),203959,203959,10519,8814
20160606,1,B-01,도봉로(도봉산역),203959,203959,7057,5868
20160607,1,B-01,도봉로(도봉산역),203959,203959,1923,2323
20160607,1,B-01,도봉로(도봉산역),203959,203959,10147,11927
20160607,1,B-01,도봉로(도봉산역),203959,203959,9378,8750
20160607,1,B-01,도봉로(도봉산역),203959,203959,8504,7918
20160608,1,B-01,도봉로(도봉산역),203959,203959,2351,2765
20160608,1,B-01,도봉로(도봉산역),203959,203959,9537,11271
20160608,1,B-01,도봉로(도봉산역),203959,203959,9288,8601
20160608,1,B-01,도봉로(도봉산역),203959,203959,8606,7977
20160609,1,B-01,도봉로(도봉산역),203959,203959,2561,2887
20160609,1,B-01,도봉로(도봉산역),203959,203959,9707,11625
20160609,1,B-01,도봉로(도봉산역),203959,203959,8939,8005
20160609,1,B-01,도봉로(도봉산역),203959,203959,8718,8201
20160610,1,B-01,도봉로(도봉산역),203959,203959,2642,3101
20160610,1,B-01,도봉로(도봉산역),203959,203959,10063,11710
20160610,1,B-01,도봉로(도봉산역),203959,203959,9864,9085
20160610,1,B-01,도봉로(도봉산역),203959,203959,9707,8677
20160611,1,B-01,도봉로(도봉산역),203959,203959,3056,3510
20160611,1,B-01,도봉로(도봉산역),203959,203959,8571,9908
20160611,1,B-01,도봉로(도봉산역),203959,203959,10813,10270
20160611,1,B-01,도봉로(도봉산역),203959,203959,7419,7229
20160612,1,B-01,도봉로(도봉산역),203959,203959,2279,2706
20160612,1,B-01,도봉로(도봉산역),203959,203959,6076,6889
20160612,1,B-01,도봉로(도봉산역),203959,203959,9358,9265
20160612,1,B-01,도봉로(도봉산역),203959,203959,6535,5952
20160613,1,B-01,도봉로(도봉산역),203959,203959,1984,2435
20160613,1,B-01,도봉로(도봉산역),203959,203959,10073,12061
20160613,1,B-01,도봉로(도봉산역),203959,203959,9275,8835
20160613,1,B-01,도봉로(도봉산역),203959,203959,8445,7954
20160614,1,B-01,도봉로(도봉산역),203959,203959,2412,2958
20160614,1,B-01,도봉로(도봉산역),203959,203959,9831,11630
20160614,1,B-01,도봉로(도봉산역),203959,203959,9732,8849
20160614,1,B-01,도봉로(도봉산역),203959,203959,8765,8027
20160615,1,B-01,도봉로(도봉산역),203959,203959,2497,2907
20160615,1,B-01,도봉로(도봉산역),203959,203959,10158,11608
20160615,1,B-01,도봉로(도봉산역),203959,203959,9532,8573
20160615,1,B-01,도봉로(도봉산역),203959,203959,8322,7793
20160616,1,B-01,도봉로(도봉산역),203959,203959,2740,2797
20160616,1,B-01,도봉로(도봉산역),203959,203959,9892,11815
20160616,1,B-01,도봉로(도봉산역),203959,203959,9792,8909
20160616,1,B-01,도봉로(도봉산역),203959,203959,8768,8164
20160617,1,B-01,도봉로(도봉산역),203959,203959,2657,3174
20160617,1,B-01,도봉로(도봉산역),203959,203959,9861,11435
20160617,1,B-01,도봉로(도봉산역),203959,203959,9638,8995
20160617,1,B-01,도봉로(도봉산역),203959,203959,10139,8672
20160618,1,B-01,도봉로(도봉산역),203959,203959,3920,3539
20160618,1,B-01,도봉로(도봉산역),203959,203959,8473,9719
20160618,1,B-01,도봉로(도봉산역),203959,203959,10425,10654
20160618,1,B-01,도봉로(도봉산역),203959,203959,7974,7560
20160619,1,B-01,도봉로(도봉산역),203959,203959,2493,2946
20160619,1,B-01,도봉로(도봉산역),203959,203959,6449,7108
20160619,1,B-01,도봉로(도봉산역),203959,203959,9585,9067
20160619,1,B-01,도봉로(도봉산역),203959,203959,6884,6162
20160620,1,B-01,도봉로(도봉산역),203959,203959,2037,2316
20160620,1,B-01,도봉로(도봉산역),203959,203959,10067,11814
20160620,1,B-01,도봉로(도봉산역),203959,203959,9401,8985
20160620,1,B-01,도봉로(도봉산역),203959,203959,8515,8055
20160621,1,B-01,도봉로(도봉산역),203959,203959,2478,2856
20160621,1,B-01,도봉로(도봉산역),203959,203959,9759,11653
20160621,1,B-01,도봉로(도봉산역),203959,203959,9765,8966
20160621,1,B-01,도봉로(도봉산역),203959,203959,8573,7901
20160622,1,B-01,도봉로(도봉산역),203959,203959,2457,2868
20160622,1,B-01,도봉로(도봉산역),203959,203959,0,0
20160622,1,B-01,도봉로(도봉산역),203959,203959,6101,5003
20160622,1,B-01,도봉로(도봉산역),203959,203959,8604,7827
20160623,1,B-01,도봉로(도봉산역),203959,203959,2766,2792
20160623,1,B-01,도봉로(도봉산역),203959,203959,9899,11695
20160623,1,B-01,도봉로(도봉산역),203959,203959,9570,9062
20160623,1,B-01,도봉로(도봉산역),203959,203959,8676,8124
20160624,1,B-01,도봉로(도봉산역),203959,203959,2510,2860
20160624,1,B-01,도봉로(도봉산역),203959,203959,9989,11397
20160624,1,B-01,도봉로(도봉산역),203959,203959,9506,9052
20160624,1,B-01,도봉로(도봉산역),203959,203959,9169,8469
20160625,1,B-01,도봉로(도봉산역),203959,203959,3056,3488
20160625,1,B-01,도봉로(도봉산역),203959,203959,8587,9623
20160625,1,B-01,도봉로(도봉산역),203959,203959,10853,11566
20160625,1,B-01,도봉로(도봉산역),203959,203959,7850,7689
20160626,1,B-01,도봉로(도봉산역),203959,203959,3043,2909
20160626,1,B-01,도봉로(도봉산역),203959,203959,6342,7180
20160626,1,B-01,도봉로(도봉산역),203959,203959,9770,9342
20160626,1,B-01,도봉로(도봉산역),203959,203959,7050,6015
20160627,1,B-01,도봉로(도봉산역),203959,203959,1968,2234
20160627,1,B-01,도봉로(도봉산역),203959,203959,9957,11754
20160627,1,B-01,도봉로(도봉산역),203959,203959,9504,9073
20160627,1,B-01,도봉로(도봉산역),203959,203959,8475,7950
20160628,1,B-01,도봉로(도봉산역),203959,203959,2348,2786
20160628,1,B-01,도봉로(도봉산역),203959,203959,9465,11578
20160628,1,B-01,도봉로(도봉산역),203959,203959,9721,8941
20160628,1,B-01,도봉로(도봉산역),203959,203959,8553,7919
20160629,1,B-01,도봉로(도봉산역),203959,203959,2534,2930
20160629,1,B-01,도봉로(도봉산역),203959,203959,9777,11420
20160629,1,B-01,도봉로(도봉산역),203959,203959,9532,8881
20160629,1,B-01,도봉로(도봉산역),203959,203959,8614,7973
20160630,1,B-01,도봉로(도봉산역),203959,203959,2535,2839
20160630,1,B-01,도봉로(도봉산역),203959,203959,9993,11587
20160630,1,B-01,도봉로(도봉산역),203959,203959,9591,8816
20160630,1,B-01,도봉로(도봉산역),203959,203959,7985,7191
20160701,1,B-01,도봉로(도봉산역),203959,203959,2654,3077
20160701,1,B-01,도봉로(도봉산역),203959,203959,10073,11586
20160701,1,B-01,도봉로(도봉산역),203959,203959,9994,8776
20160701,1,B-01,도봉로(도봉산역),203959,203959,9069,8081
20160702,1,B-01,도봉로(도봉산역),203959,203959,2497,2873
20160702,1,B-01,도봉로(도봉산역),203959,203959,8281,8905
20160702,1,B-01,도봉로(도봉산역),203959,203959,10507,10855
20160702,1,B-01,도봉로(도봉산역),203959,203959,7627,7134
20160703,1,B-01,도봉로(도봉산역),203959,203959,2341,2853
20160703,1,B-01,도봉로(도봉산역),203959,203959,6191,6840
20160703,1,B-01,도봉로(도봉산역),203959,203959,9306,9104
20160703,1,B-01,도봉로(도봉산역),203959,203959,6527,5932
20160704,1,B-01,도봉로(도봉산역),203959,203959,1948,2349
20160704,1,B-01,도봉로(도봉산역),203959,203959,10078,11802
20160704,1,B-01,도봉로(도봉산역),203959,203959,9614,8679
20160704,1,B-01,도봉로(도봉산역),203959,203959,7804,7586
20160705,1,B-01,도봉로(도봉산역),203959,203959,2071,2371
20160705,1,B-01,도봉로(도봉산역),203959,203959,11667,10637
20160705,1,B-01,도봉로(도봉산역),203959,203959,9492,8214
20160705,1,B-01,도봉로(도봉산역),203959,203959,7483,7521
20160706,1,B-01,도봉로(도봉산역),203959,203959,2248,2447
20160706,1,B-01,도봉로(도봉산역),203959,203959,9392,11176
20160706,1,B-01,도봉로(도봉산역),203959,203959,9468,8865
20160706,1,B-01,도봉로(도봉산역),203959,203959,8577,8005
20160707,1,B-01,도봉로(도봉산역),203959,203959,2496,2890
20160707,1,B-01,도봉로(도봉산역),203959,203959,9615,11124
20160707,1,B-01,도봉로(도봉산역),203959,203959,9562,8694
20160707,1,B-01,도봉로(도봉산역),203959,203959,8454,7932
20160708,1,B-01,도봉로(도봉산역),203959,203959,2706,3061
20160708,1,B-01,도봉로(도봉산역),203959,203959,10107,11073
20160708,1,B-01,도봉로(도봉산역),203959,203959,9703,9024
20160708,1,B-01,도봉로(도봉산역),203959,203959,9693,8939
20160709,1,B-01,도봉로(도봉산역),203959,203959,2907,3373
20160709,1,B-01,도봉로(도봉산역),203959,203959,8937,10215
20160709,1,B-01,도봉로(도봉산역),203959,203959,11018,11543
20160709,1,B-01,도봉로(도봉산역),203959,203959,8111,7237
20160710,1,B-01,도봉로(도봉산역),203959,203959,2307,2952
20160710,1,B-01,도봉로(도봉산역),203959,203959,6053,7015
20160710,1,B-01,도봉로(도봉산역),203959,203959,9671,9026
20160710,1,B-01,도봉로(도봉산역),203959,203959,7186,5957
20160711,1,B-01,도봉로(도봉산역),203959,203959,1946,2315
20160711,1,B-01,도봉로(도봉산역),203959,203959,10345,11762
20160711,1,B-01,도봉로(도봉산역),203959,203959,9480,9172
20160711,1,B-01,도봉로(도봉산역),203959,203959,8783,7985
20160712,1,B-01,도봉로(도봉산역),203959,203959,2400,2717
20160712,1,B-01,도봉로(도봉산역),203959,203959,9823,11338
20160712,1,B-01,도봉로(도봉산역),203959,203959,9554,8888
20160712,1,B-01,도봉로(도봉산역),203959,203959,8603,8142
20160713,1,B-01,도봉로(도봉산역),203959,203959,2496,2921
20160713,1,B-01,도봉로(도봉산역),203959,203959,9818,11472
20160713,1,B-01,도봉로(도봉산역),203959,203959,9385,8862
20160713,1,B-01,도봉로(도봉산역),203959,203959,8462,7939
20160714,1,B-01,도봉로(도봉산역),203959,203959,2472,2856
20160714,1,B-01,도봉로(도봉산역),203959,203959,9813,11436
20160714,1,B-01,도봉로(도봉산역),203959,203959,9473,8893
20160714,1,B-01,도봉로(도봉산역),203959,203959,8838,8113
20160715,1,B-01,도봉로(도봉산역),203959,203959,2615,3070
20160715,1,B-01,도봉로(도봉산역),203959,203959,10038,11411
20160715,1,B-01,도봉로(도봉산역),203959,203959,9890,9274
20160715,1,B-01,도봉로(도봉산역),203959,203959,9787,8722
20160716,1,B-01,도봉로(도봉산역),203959,203959,2824,3132
20160716,1,B-01,도봉로(도봉산역),203959,203959,7818,8603
20160716,1,B-01,도봉로(도봉산역),203959,203959,10269,10426
20160716,1,B-01,도봉로(도봉산역),203959,203959,6948,6913
20160717,1,B-01,도봉로(도봉산역),203959,203959,2082,2623
20160717,1,B-01,도봉로(도봉산역),203959,203959,5870,6714
20160717,1,B-01,도봉로(도봉산역),203959,203959,9893,9392
20160717,1,B-01,도봉로(도봉산역),203959,203959,6436,6064
20160718,1,B-01,도봉로(도봉산역),203959,203959,1908,2234
20160718,1,B-01,도봉로(도봉산역),203959,203959,10002,11583
20160718,1,B-01,도봉로(도봉산역),203959,203959,9313,8928
20160718,1,B-01,도봉로(도봉산역),203959,203959,8538,7861
20160719,1,B-01,도봉로(도봉산역),203959,203959,2387,2741
20160719,1,B-01,도봉로(도봉산역),203959,203959,9689,11534
20160719,1,B-01,도봉로(도봉산역),203959,203959,9758,8682
20160719,1,B-01,도봉로(도봉산역),203959,203959,8625,8008
20160720,1,B-01,도봉로(도봉산역),203959,203959,2389,2929
20160720,1,B-01,도봉로(도봉산역),203959,203959,10046,11466
20160720,1,B-01,도봉로(도봉산역),203959,203959,9542,8825
20160720,1,B-01,도봉로(도봉산역),203959,203959,8791,8129
20160721,1,B-01,도봉로(도봉산역),203959,203959,2498,2892
20160721,1,B-01,도봉로(도봉산역),203959,203959,9670,11285
20160721,1,B-01,도봉로(도봉산역),203959,203959,9545,8849
20160721,1,B-01,도봉로(도봉산역),203959,203959,8858,8116
20160722,1,B-01,도봉로(도봉산역),203959,203959,2615,3008
20160722,1,B-01,도봉로(도봉산역),203959,203959,8198,9489
20160722,1,B-01,도봉로(도봉산역),203959,203959,9566,9075
20160722,1,B-01,도봉로(도봉산역),203959,203959,9189,8594
20160723,1,B-01,도봉로(도봉산역),203959,203959,2828,3313
20160723,1,B-01,도봉로(도봉산역),203959,203959,8490,9773
20160723,1,B-01,도봉로(도봉산역),203959,203959,10810,10906
20160723,1,B-01,도봉로(도봉산역),203959,203959,7839,7061
20160724,1,B-01,도봉로(도봉산역),203959,203959,2233,2670
20160724,1,B-01,도봉로(도봉산역),203959,203959,5910,7037
20160724,1,B-01,도봉로(도봉산역),203959,203959,9622,9210
20160724,1,B-01,도봉로(도봉산역),203959,203959,6788,5844
20160725,1,B-01,도봉로(도봉산역),203959,203959,1962,2291
20160725,1,B-01,도봉로(도봉산역),203959,203959,9881,11362
20160725,1,B-01,도봉로(도봉산역),203959,203959,9455,9015
20160725,1,B-01,도봉로(도봉산역),203959,203959,8552,7988
20160726,1,B-01,도봉로(도봉산역),203959,203959,2285,2785
20160726,1,B-01,도봉로(도봉산역),203959,203959,9458,10947
20160726,1,B-01,도봉로(도봉산역),203959,203959,9494,8701
20160726,1,B-01,도봉로(도봉산역),203959,203959,8516,7923
20160727,1,B-01,도봉로(도봉산역),203959,203959,2556,2837
20160727,1,B-01,도봉로(도봉산역),203959,203959,9507,11006
20160727,1,B-01,도봉로(도봉산역),203959,203959,9640,8928
20160727,1,B-01,도봉로(도봉산역),203959,203959,8029,7768
20160728,1,B-01,도봉로(도봉산역),203959,203959,2399,2726
20160728,1,B-01,도봉로(도봉산역),203959,203959,9468,11134
20160728,1,B-01,도봉로(도봉산역),203959,203959,9279,8716
20160728,1,B-01,도봉로(도봉산역),203959,203959,8703,8079
20160729,1,B-01,도봉로(도봉산역),203959,203959,2600,2994
20160729,1,B-01,도봉로(도봉산역),203959,203959,9878,10901
20160729,1,B-01,도봉로(도봉산역),203959,203959,9347,8924
20160729,1,B-01,도봉로(도봉산역),203959,203959,7256,6425
20160730,1,B-01,도봉로(도봉산역),203959,203959,95,124
